NOMBRE COMUN,STATUS,T-7
Chorlo semipalmado,Mb,18.0
Dormilona cabeza oscura,Ml,2.0
Bandurria de Cara Negra,Acc,2.0
Aguilucho grande,Ma,1.0
Pelícano marrón,Mb,1.0
